0	7.92e-20
0.0029999	5.744e-20
0.0059997	4.996e-20
0.0099996	4.316e-20
0.012	4.047e-20
0.014	3.809e-20
0.016999	3.498e-20
0.019999	3.229e-20
0.024999	2.818e-20
0.029999	2.532e-20
0.034998	2.261e-20
0.039998	2.029e-20
0.049998	1.647e-20
0.059997	1.347e-20
0.069997	1.108e-20
0.079996	9.128e-21
0.089999	7.519e-21
0.099996	6.211e-21
0.10999	5.119e-21
0.12	4.218e-21
0.12999	3.498e-21
0.14	2.858e-21
0.14999	2.346e-21
0.16999	1.624e-21
0.17999	1.368e-21
0.18999	1.171e-21
0.19999	1.035e-21
0.20999	9.41e-22
0.21999	8.86e-22
0.22999	8.67e-22
0.23999	8.78e-22
0.24999	9.17e-22
0.25998	9.78e-22
0.26999	1.06e-21
0.27999	1.161e-21
0.29999	1.406e-21
0.34998	2.206e-21
0.39998	3.152e-21
0.49998	5.169e-21
0.69997	8.956e-21
0.79996	1.068e-20
0.99996	1.403e-20
1.2	1.66e-20
1.4999	2.05e-20
1.6999	2.33e-20
1.9999	2.7e-20
2.4999	3.43e-20
2.9999	4.1e-20
3.9998	5.4e-20
4.9998	7e-20
5.9997	8.6e-20
6.9997	1.02e-19
7.9996	1.23e-19
9.9996	1.58e-19
12	1.65e-19
16.999	1.31e-19
19.999	1.15e-19
24.999	9e-20
29.999	7.2e-20
74.997	3.5e-20
